timestamp,query_type,zone_id,zone_b,cache_status,cache_key,latency_ms
1780377488.503859,Q3,Z3,,HIT,Q3:zone=Z3:conf=0.0,0.858306884765625
1780377488.5052953,Q1,Z1,,HIT,Q1:zone=Z1:conf=0.0,0.7288455963134766
1780377488.506743,Q5,Z4,,HIT,Q5:zone=Z4:bins=5,0.8096694946289062
1780377488.5083826,Q1,Z1,,HIT,Q1:zone=Z1:conf=0.0,0.9350776672363281
1780377488.5101347,Q1,Z2,,HIT,Q1:zone=Z2:conf=0.7,1.0318756103515625
1780377488.5116675,Q4,Z1,Z3,HIT,Q4:zone_a=Z1:zone_b=Z3:conf=0.5,0.8473396301269531
1780377488.5130887,Q4,Z3,Z1,HIT,Q4:zone_a=Z3:zone_b=Z1:conf=0.5,0.7922649383544922
1780377488.5145597,Q2,Z1,,HIT,Q2:zone=Z1:conf=0.5,0.7734298706054688
1780377488.5158648,Q1,Z4,,HIT,Q1:zone=Z4:conf=0.5,0.8103847503662109
1780377488.5169635,Q3,Z4,,HIT,Q3:zone=Z4:conf=0.0,0.6031990051269531
1780377488.518025,Q4,Z1,Z3,HIT,Q4:zone_a=Z1:zone_b=Z3:conf=0.0,0.61798095703125
1780377488.5190854,Q5,Z1,,HIT,Q5:zone=Z1:bins=10,0.6170272827148438
1780377488.5201938,Q1,Z4,,HIT,Q1:zone=Z4:conf=0.5,0.6542205810546875
1780377488.521371,Q1,Z1,,HIT,Q1:zone=Z1:conf=0.0,0.6358623504638672
1780377488.5225909,Q3,Z3,,HIT,Q3:zone=Z3:conf=0.7,0.7200241088867188
1780377488.5236528,Q1,Z2,,HIT,Q1:zone=Z2:conf=0.7,0.5946159362792969
1780377488.527958,Q3,Z3,,MISS,Q3:zone=Z3:conf=0.5,3.9434432983398438
1780377488.529005,Q1,Z3,,HIT,Q1:zone=Z3:conf=0.5,0.5381107330322266
1780377488.5302446,Q2,Z2,,HIT,Q2:zone=Z2:conf=0.0,0.6899833679199219
1780377488.5315158,Q1,Z2,,HIT,Q1:zone=Z2:conf=0.7,0.7989406585693359
1780377488.5355277,Q4,Z2,Z5,MISS,Q4:zone_a=Z2:zone_b=Z5:conf=0.7,3.768444061279297
1780377488.5382352,Q3,Z5,,MISS,Q3:zone=Z5:conf=0.5,2.4242401123046875
1780377488.5414493,Q4,Z4,Z1,MISS,Q4:zone_a=Z4:zone_b=Z1:conf=0.0,2.9706954956054688
1780377488.5424967,Q1,Z5,,HIT,Q1:zone=Z5:conf=0.7,0.5640983581542969
1780377488.5435987,Q1,Z1,,HIT,Q1:zone=Z1:conf=0.5,0.6358623504638672
1780377488.5446744,Q1,Z1,,HIT,Q1:zone=Z1:conf=0.0,0.6301403045654297
1780377488.5456836,Q1,Z4,,HIT,Q1:zone=Z4:conf=0.5,0.5538463592529297
1780377488.549941,Q5,Z2,,MISS,Q5:zone=Z2:bins=5,4.048347473144531
1780377488.5514245,Q1,Z2,,HIT,Q1:zone=Z2:conf=0.0,0.8513927459716797
1780377488.5546145,Q2,Z5,,MISS,Q2:zone=Z5:conf=0.7,2.917766571044922
1780377488.555673,Q1,Z1,,HIT,Q1:zone=Z1:conf=0.5,0.5488395690917969
1780377488.556771,Q4,Z2,Z3,HIT,Q4:zone_a=Z2:zone_b=Z3:conf=0.0,0.66375732421875
1780377488.557881,Q3,Z1,,HIT,Q3:zone=Z1:conf=0.7,0.6330013275146484
1780377488.5590055,Q3,Z4,,HIT,Q3:zone=Z4:conf=0.0,0.6365776062011719
1780377488.5601456,Q1,Z2,,HIT,Q1:zone=Z2:conf=0.5,0.6778240203857422
1780377488.56129,Q3,Z3,,HIT,Q3:zone=Z3:conf=0.7,0.5502700805664062
1780377488.5626092,Q1,Z5,,HIT,Q1:zone=Z5:conf=0.7,0.7228851318359375
1780377488.5636902,Q1,Z2,,HIT,Q1:zone=Z2:conf=0.7,0.6184577941894531
1780377488.5647178,Q2,Z1,,HIT,Q2:zone=Z1:conf=0.5,0.5779266357421875
